"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-04 10:35:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.1 ms,0 s,11.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,27.5 ms,0 s,0 s,,2.0 s,,0 s,0 s,0 s,0 s,1.1 s,0 s,0 s,28.7 ms,0 s,0 s,0 s,504.9 µs,0 s,0 s,0 s,0 s,0 s,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.7 ms,15.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:35:55,0 s,0 s,0 s,0 s,0 s,296.1 µs,0 s,0 s,0 s,0 s,0 s,18.7 ms,0 s,11.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.2 ms,0 s,0 s,,1.8 s,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,20.4 ms,0 s,0 s,0 s,517.0 µs,0 s,0 s,0 s,0 s,0 s,12.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:00,0 s,0 s,0 s,0 s,0 s,292.5 µs,0 s,0 s,0 s,0 s,0 s,26.7 ms,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,28.9 ms,0 s,0 s,,1.6 s,,0 s,835.7 µs,0 s,0 s,1.2 s,0 s,0 s,24.9 ms,0 s,0 s,0 s,510.5 µs,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,16.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:05,0 s,0 s,0 s,0 s,0 s,291.0 µs,0 s,0 s,0 s,0 s,0 s,26.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,23.4 ms,0 s,0 s,,1.4 s,,0 s,790.9 µs,0 s,0 s,1.3 s,0 s,0 s,19.3 ms,0 s,0 s,0 s,509.1 µs,0 s,0 s,0 s,0 s,0 s,15.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.8 ms,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:10,0 s,0 s,0 s,0 s,0 s,282.7 µs,0 s,0 s,0 s,0 s,0 s,26.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.2 ms,0 s,0 s,,884.8 ms,,0 s,850.2 µs,0 s,0 s,1.2 s,0 s,0 s,24.5 ms,0 s,0 s,0 s,512.5 µs,0 s,0 s,0 s,0 s,0 s,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.5 ms,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:15,0 s,0 s,0 s,0 s,581.1 µs,284.8 µs,0 s,0 s,0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,0 s,0 s,,652.3 ms,,0 s,833.9 µs,0 s,0 s,1.1 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,499.6 µs,0 s,0 s,0 s,0 s,0 s,13.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:20,0 s,0 s,0 s,0 s,584.7 µs,288.7 µs,0 s,0 s,0 s,0 s,0 s,17.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,23.4 ms,0 s,0 s,,547.4 ms,,0 s,833.9 µs,0 s,0 s,1.2 s,0 s,0 s,27.4 ms,0 s,0 s,0 s,506.6 µs,0 s,0 s,0 s,0 s,0 s,16.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.4 ms,19.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:25,0 s,0 s,0 s,0 s,585.5 µs,286.6 µs,0 s,0 s,0 s,0 s,0 s,13.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.1 ms,0 s,0 s,,402.5 ms,,180.5 µs,819.3 µs,0 s,0 s,1.2 s,0 s,0 s,19.6 ms,0 s,0 s,0 s,516.5 µs,0 s,0 s,0 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.0 ms,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:30,0 s,0 s,0 s,0 s,595.2 µs,291.8 µs,0 s,0 s,0 s,0 s,0 s,27.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.1 ms,0 s,0 s,,,,183.0 µs,818.0 µs,0 s,0 s,1.1 s,0 s,0 s,24.1 ms,0 s,0 s,0 s,507.6 µs,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.1 ms,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:35,0 s,0 s,0 s,0 s,586.3 µs,282.5 µs,0 s,0 s,0 s,0 s,0 s,26.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.3 ms,0 s,0 s,,,,183.5 µs,845.1 µs,0 s,0 s,1.1 s,0 s,0 s,23.6 ms,0 s,0 s,0 s,511.2 µs,0 s,0 s,0 s,0 s,0 s,18.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,11.5 ms,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:40,0 s,0 s,0 s,0 s,586.8 µs,282.9 µs,0 s,0 s,0 s,0 s,0 s,30.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.6 ms,0 s,0 s,,,,183.8 µs,858.8 µs,0 s,0 s,1.1 s,0 s,0 s,31.3 ms,0 s,0 s,0 s,511.7 µs,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.0 ms,22.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:36:45,0 s,0 s,335.7 µs,0 s,572.9 µs,293.0 µs,0 s,0 s,0 s,0 s,0 s,26.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.0 ms,0 s,0 s,,,,179.0 µs,838.4 µs,0 s,0 s,1.1 s,0 s,0 s,28.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.9 ms,21.2 ms,0 s,0 s,0 s,0 s,834.9 µs,0 s
2024-01-04 10:36:50,0 s,0 s,325.1 µs,0 s,577.0 µs,0 s,0 s,0 s,0 s,0 s,0 s,27.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.0 ms,0 s,0 s,,,,182.1 µs,853.2 µs,0 s,0 s,1.1 s,0 s,0 s,33.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,30.1 ms,0 s,0 s,0 s,0 s,825.7 µs,0 s
2024-01-04 10:36:55,0 s,0 s,354.8 µs,0 s,597.3 µs,0 s,0 s,0 s,0 s,0 s,0 s,21.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.4 ms,0 s,0 s,,,,176.6 µs,0 s,0 s,0 s,1.1 s,0 s,0 s,30.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.1 ms,24.9 ms,0 s,0 s,0 s,0 s,829.0 µs,0 s
2024-01-04 10:37:00,0 s,0 s,339.8 µs,0 s,576.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,23.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.4 ms,0 s,0 s,,,,177.1 µs,0 s,0 s,0 s,1.1 s,0 s,0 s,34.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.5 ms,27.1 ms,0 s,0 s,0 s,0 s,821.2 µs,0 s
2024-01-04 10:37:05,0 s,0 s,347.7 µs,0 s,580.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,22.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.5 ms,0 s,0 s,,,,178.5 µs,0 s,0 s,0 s,1.1 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.5 ms,24.4 ms,0 s,0 s,0 s,0 s,834.9 µs,0 s
2024-01-04 10:37:10,0 s,0 s,347.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.6 ms,0 s,0 s,,,,179.0 µs,0 s,0 s,0 s,1.1 s,0 s,0 s,32.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.3 ms,33.1 ms,0 s,0 s,0 s,0 s,839.0 µs,0 s
2024-01-04 10:37:15,0 s,0 s,345.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.2 ms,0 s,0 s,,,,182.3 µs,0 s,0 s,0 s,1.1 s,0 s,0 s,26.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.7 ms,29.8 ms,0 s,0 s,0 s,0 s,840.0 µs,0 s
2024-01-04 10:37:20,0 s,0 s,347.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,27.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.6 ms,30.6 ms,0 s,0 s,0 s,0 s,843.7 µs,0 s
2024-01-04 10:37:25,0 s,0 s,343.1 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,22.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.4 ms,28.8 ms,0 s,0 s,0 s,0 s,843.4 µs,0 s
2024-01-04 10:37:30,0 s,0 s,346.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,24.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.5 ms,29.5 ms,0 s,0 s,0 s,0 s,840.1 µs,0 s
2024-01-04 10:37:35,0 s,0 s,343.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.2 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.0 ms,21.8 ms,0 s,0 s,0 s,0 s,836.7 µs,0 s
2024-01-04 10:37:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.5 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.7 ms,22.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:37:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.9 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.6 ms,13.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:37:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:37:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,18.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.1 ms,13.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.2 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,18.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.7 ms,15.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.8 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.1 ms,5.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.3 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,20.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.9 ms,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.7 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.4 ms,7.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.3 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,24.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.5 ms,9.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,37.3 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.6 ms,8.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,43.2 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.9 ms,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,38.2 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,22.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.1 ms,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.4 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,29.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,14.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.3 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,23.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,12.3 ms,14.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.6 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 10:38:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.6 ms,0 s,0 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,28.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.6 ms,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
